Message,Label,processed_text
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham,love brother time talk english grin say hey muhommad penny say hello across sea
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham,hello im bored inever thought id get bored tv tell something exciting happened anything
Gak takut kok. Tp emang blm mau. Gatau sampe kapan kwkw,ham,gak takut kok tp emang blm mau gatau sampe kapan kwkw
Ya dandik istemiyorum 2 günde rezil oluyor azıcık uzun ömürlü evladiyelik bir şey olsun,ham,dandik istemiyorum günde rezil oluyor azıcık uzun ömürlü evladiyelik bir olsun
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham,yup paragon havent decided whether cut yet hee
Da sebenernya makan sama indomie ge cukup aku mah 😂,ham,sebenernya makan sama indomie ge cukup aku mah
Nobody names their penis a girls name this story doesn't add up at all,ham,nobody name penis girl name story add
Size ozel 20TL bayram bonusu! 12-27 Eylulde Paracard ile toplam 300TL alisverise 20TL bonus! BAYRAM yazip 3340'a gonderin paracard.com.tr/b Size ozel indirim ve kampanyalarimiz ile ilgili ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz.,spam,size ozel tl bayram bonusu eylulde paracard toplam tl alisverise tl bonus bayram yazip gonderin paracard com tr size ozel indirim kampanyalarimiz ilgili ucretsiz sm almak istemiyorsaniz smsiptal yazip ye gonderebilirsiniz
Veririm,ham,veririm
Dominos,ham,domino
Garanti ile calismaya devam edin kredi dunyasinin ayricaliklarini kacirmayin! Size ozel kampanyalarimizla ilgili bilgi almak icin 02522117045 Ucretsiz SMS almak istemiyorsaniz 'IZINSIZ' yazip 3342'ye gonderebilirsiniz.Mersis:0879001756600379,spam,garanti calismaya devam edin kredi dunyasinin ayricaliklarini kacirmayin size ozel kampanyalarimizla ilgili bilgi almak icin ucretsiz sm almak istemiyorsaniz izinsiz yazip ye gonderebilirsiniz mersis
"Sevgilim El Sanatlari, Hediyelik Esya Fuari 05-15 Subat tarihleri arasinda ATO CONGRESIUM'da ziyaretinize aciktir.Fuara ozel pirlantalarda indirim yapilacaktir.",spam,sevgilim el sanatlari hediyelik esya fuari subat tarihleri arasinda ato congresium ziyaretinize aciktir fuara ozel pirlantalarda indirim yapilacaktir
"supaya kita bisa mulai cepat, tolong posisi duduknya diatur dari awal, diberi jarak satu kolom kosong selang seling.",ham,supaya kita bisa mulai cepat tolong posisi duduknya diatur dari awal diberi jarak satu kolom kosong selang seling
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,reminder downloaded content already paid goto mymoby tv collect content
Dude ive been seeing a lotta corvettes lately,ham,dude ive seeing lotta corvette lately
I asked sen to come chennai and search for job.,ham,asked sen come chennai search job
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam,per min call germany bt line per min check planettalkinstant com info text stop opt
Hadi bakalım çok güzel haber geçmiş olsun,ham,hadi bakalım güzel haber geçmiş olsun
serkanda son hali istedim şimdi foto atsın yollucam sana. Yaşlı ayrımcılığı nedir çeşitleri nelerdir sağlık hizmetlerinde nasıldır,ham,serkan son hali istedim şimdi foto atsın yollucam sana yaşlı ayrımcılığı nedir çeşitleri nelerdir sağlık hizmetlerinde nasıldır
Ok I'm gonna head up to usf in like fifteen minutes,ham,ok gon na head usf like fifteen minute
Dunno lei he neva say...,ham,dunno lei neva say
illa sormam gereken acil bişeyler var diyosa ver numaramı arasın,ham,illa sormam gereken acil bişeyler var diyosa ver numaramı arasın
"Cool, text me when you head out",ham,cool text head
Hi! Ayo coba Grab untuk pemesanan taxi yang cepat dan aman. Klik: https://invite.grab.co/37aa4d,spam,hi ayo coba grab untuk pemesanan taxi yang cepat dan aman klik
Turkcell Muzik ile milyonlarca sarkiyi internet olmayan yerlerde bile dinlemek icin MUZIKDINLE  yazip 2222 ye gonderin.  (Simdi 1 ay ucretsiz),spam,turkcell muzik milyonlarca sarkiyi internet olmayan yerlerde bile dinlemek icin muzikdinle yazip ye gonderin simdi ay ucretsiz
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham,would still cozy exhausted last night nobody went school work everything closed
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham,know lt gt around
S.this will increase the chance of winning.,ham,increase chance winning
Ayrıca o marmelatı biz oturup bu konu üstünden aforizmalar yazıp konuyu gundeme getireyim diye gondermedim :),ham,ayrıca marmelatı oturup konu üstünden aforizmalar yazıp konuyu gundeme getireyim gondermedim
Well boy am I glad G wasted all night at applebees for nothing,ham,well boy glad wasted night applebees nothing
http://bbk.im/5-SUBAT-A-OZEL-TUM-PHiLiPS-AVENT-RECARO-VE-MACLAREN-URUNLERiNDE-YUZDE-29-iNDiRiM-FIRSATI-EBEBEK-COM-VE-MAGAZALARINDA-HEMEN-TIKLAYIN,spam,
nama1 di kosan gaaa? Mau numpang dooong,ham,nama di kosan gaaa mau numpang dooong
Hi its in durban are you still on this number,ham,hi durban still number
KURBAN BAYRAMINA ÖZEL..OTURMA GRUBU 1699 TL. BAZA+YATAK+BASLIK 599 TL. KANEPE 599 TL. SEÇILI ÜRÜNLERDE %35'e VARAN INDIRIMLER. HUZUROGLU KILIM MOBILYA 214 11 44,spam,kurban bayramina özel oturma grubu tl baza yatak baslik tl kanepe tl seçili ürünlerde varan indirimler huzuroglu kilim mobilya
it's really getting me down just hanging around.,ham,really getting hanging around
i am seeking a lady in the street and a freak in the sheets. Is that you?,ham,seeking lady street freak sheet
No chikku nt yet.. Ya i'm free,ham,chikku nt yet free
"Ingiltere den ithal Vega 100Mg 20 Tablet Ereksiyon Hapi, Hediye Geciktirici Ile 59TL  02129091747  https://www.durueczane.com",spam,ingiltere den ithal vega mg tablet ereksiyon hapi hediye geciktirici tl
"Assalamualaikum akang teteh, jangan lupa ya hari ini ada carrier day jam 10:30, exhibition fpmipa b :) (love) Hayuu teh ditungguuu",ham,assalamualaikum akang teteh jangan lupa hari ini ada carrier day jam exhibition fpmipa love hayuu teh ditungguuu
Ugh just got outta class,ham,ugh got outta class
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam,outbid simonwatson shinco dvd plyr bid visit sm ac smsrewards end bid notification reply end
Yes! How is a pretty lady like you single?,ham,yes pretty lady like single
Ada semua di panduan pla..dishare di grup ini dan fb,ham,ada semua di panduan pla dishare di grup ini dan fb
Üzülmüştüm gelemicem diye benim için de iyi olur,ham,üzülmüştüm gelemicem benim iyi olur
Happy new year. Hope you are having a good semester,ham,happy new year hope good semester
300.Mağaza Kampanyası!TÜM ÜRÜNLERDE %40+Gratis karta ek %10 İNDİRİM!Son gün 21Kasım.Detay: bit.ly/gratismobilapp & gratis.com CK:GRATİS 3525 MK:0411035618800018,spam,mağaza kampanyası ürünlerde gratis karta ek ndi ri son gün kasım detay bit ly gratismobilapp gratis com ck grati mk
"INFO:jk anda mau jual Rmh,tanah,mobil,produk/jasa dll PROMOSIKAN sj dg SMS MASSAL biasa hny Rp. 50.000untuk sebar ke10.000 no HP(2jam) hub: 0877399155579 jogja",spam,info jk anda mau jual rmh tanah mobil produk jasa dll promosikan sj dg sm massal biasa hny rp untuk sebar ke hp jam hub jogja
So how's the weather over there?,ham,weather
Bugun 7'li eski Ceyrek Altinin fiyatini size ozel 1.034 TL'ye sabitledik. 4 taksit ve Ucretsiz Kargo ile bu firsati kacirmayin. n11.com/7li-altin,spam,bugun li eski ceyrek altinin fiyatini size ozel tl ye sabitledik taksit ucretsiz kargo firsati kacirmayin com li altin
Mavi'de INDIRIM ve YENI SEZON heyecani bir arada! Somestr ozel koleksiyonunu kesfetmek icin Mavi magazalari ve mavi.com'a bekliyoruz! SMS almak istemiyorsaniz MAVI yazip 3525'e gonderin. Mersis: 13327743669639998,spam,mavi indirim yeni sezon heyecani bir arada somestr ozel koleksiyonunu kesfetmek icin mavi magazalari mavi com bekliyoruz sm almak istemiyorsaniz mavi yazip gonderin mersis
Ok,ham,ok
Onur merhaba bir şey sorcam The last Of us bu filme güzel demiştin değil mi,ham,onur merhaba bir sorcam last u filme güzel demiştin değil mi
"How long has it been since you screamed, princess?",ham,long since screamed princess
Enistemmmm canim enistem Allah razi olsun....,ham,enistemmmm canim enistem allah razi olsun
"2015 Karadeniz turu en iyi fiyat BELINAYTUR'da.08/06/15 6 gece,20/08/15 6 gece 850 TL,01/10/15 9 gece 1250 TL.Ayrintilar 212997705306972396  www.belinaytur.com",spam,karadeniz turu iyi fiyat belinaytur gece gece tl gece tl ayrintilar
Aa öyle mi çok sevindim tez önerine buraya geldiğinde haberleşiriz görüşürüz o zaman öpüyorum,ham,aa öyle mi sevindim tez önerine buraya geldiğinde haberleşiriz görüşürüz zaman öpüyorum
MARMARIS DENIZE SIFIR MODA BEACH HOTELDE 4 GECE 5 GÜN HERSEY DAHIL KISI BASI 499 TL 0-12 YAS FREE K.K. 9 TAKSIT 02522220629 (SMS IPTAL 3172),spam,marmaris denize sifir moda beach hotelde gece gün hersey dahil kisi basi tl yas free taksit sm iptal
Can you say what happen,ham,say happen
Jgn lupa malam ini jgn terlalu malam aja. Seadanya aja aku jg,ham,jgn lupa malam ini jgn terlalu malam aja seadanya aja aku jg
"TUM EV GIYSILERINDE TEK FIYAT KAMPANYASI! GECELIKLER, SABAHLIKLAR,PIJAMALAR,BOLEROLAR. 9.90TL, 19.90TL, 29.90TL, 39.90TL. MAGAZALARDA VE madamecoco.com",spam,tum ev giysilerinde tek fiyat kampanyasi gecelikler sabahliklar pijamalar bolerolar tl tl tl tl magazalarda madamecoco com
"Zaman ne güzel birşey değil mi?  Bir kavanozun içinde hapsolan acılar, sıkıntılar, dökülen gözyaşları ve dahası",ham,zaman güzel değil mi bir kavanozun içinde hapsolan acılar sıkıntılar dökülen gözyaşları dahası
bizde burdan şirinceye gidicez ordan gelicez,ham,bizde burdan şirinceye gidicez ordan gelicez
Gais kalo dri upi ke unisba pake angkot apa pulang pergi? ,ham,gais kalo dri upi ke unisba pake angkot apa pulang pergi
Benzer minvalde bir şeyler yapılabilir mi?,ham,benzer minvalde bir şeyler yapılabilir mi
No problem. How are you doing?,ham,problem
Mobilyalarinizi degistirmek icin iste firsat: 200 TL alisverise aninda 40 TL indirim icin magazamiza bekleriz. n11.com/40TLmobilya,spam,mobilyalarinizi degistirmek icin iste firsat tl alisverise aninda tl indirim icin magazamiza bekleriz com tlmobilya
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,ree entry weekly comp chance win ipod txt pod get entry std txt rate apply detail
U meet other fren dun wan meet me ah... Muz b a guy rite...,ham,meet fren dun wan meet ah muz guy rite
Tamam canım öp benim için,ham,tamam canım öp benim
Tamam ablacım,ham,tamam ablacım
Onur fark etti diyor ki biri cekmiş tamam buluyoruz.,ham,onur fark etti diyor cekmiş tamam buluyoruz
The hair cream has not been shipped.,ham,hair cream shipped
No objection. My bf not coming.,ham,objection bf coming
Wat Ì_ doing now?,ham,wat
"K I'm leaving soon, be there a little after 9",ham,leaving soon little
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam,urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm
"YENi MONDEO ve FOCUS modellerimizi, Yakindan tanimak ve Test surusu yapmak icin, 13-15 Mart tarihlerinde, tanitim kokteylimize Sizleri bekliyoruz 0216 413 72 00",spam,yeni mondeo focus modellerimizi yakindan tanimak test surusu yapmak icin mart tarihlerinde tanitim kokteylimize sizleri bekliyoruz
BILGILENDIRME! Denize Sifir 4* 14 yas ucretsiz 4 gece 5 gun hersey dahil 249 TL 02422121457 www.rainabeachhotel.com (smsiptal 08504806128 ),spam,bilgilendirme denize sifir yas ucretsiz gece gun hersey dahil tl smsiptal
Gunaydin ferhatcim yola ciktinmi bilmiyorum ama araba sendeyse gecerken benide alma sansin varmi :),ham,gunaydin ferhatcim yola ciktinmi bilmiyorum araba sendeyse gecerken benide alma sansin varmi
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham,please give u connection today lt decimal gt refund bill
But i have to. I like to have love and arrange.,ham,like love arrange
Hayırlısı diyelim bana haber gelir gelmez seninle paylaşacağım sonuçları,ham,hayırlısı diyelim bana haber gelir gelmez seninle paylaşacağım sonuçları
No prob. I will send to your email.,ham,prob send email
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,freemsg today day ready horny live town love sex fun game netcollex ltd per msg reply stop end
"Altinyildiz Classics'te beklenen BUYUK KIS INDIRIMI BASLADI. Tüm kislik ürünlerde gecerli 1.URUNE %50,2.URUNE %60,3.URUNE TAM %70 INDIRIM ! Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'e gonderin. Mersis No:0187062871800019.",spam,altinyildiz classic te beklenen buyuk ki indirimi basladi kislik ürünlerde gecerli urune urune urune tam indirim teklifleri almak istemiyorsaniz ret altinyildiz yazip gonderin mersis
Tamam bu villayı kiralıyorum o zaman,ham,tamam villayı kiralıyorum zaman
Paraf ile 31 Aralik 2014 tarihine kadar yapacaginiz toplam 200 TL harcamaniza size ozel 50 TL indirim! Detay: http://url.parafcard.com.tr/65,spam,paraf aralik tarihine kadar yapacaginiz toplam tl harcamaniza size ozel tl indirim detay
Tp baru tau teori doang sih...... Da blm ngerasain yg rumit2,ham,tp baru tau teori doang sih blm ngerasain yg rumit
Are you up for the challenge? I know i am :),ham,challenge know
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham,oh oh den muz change plan liao go back yan jiu
Niye cevap vermiyorsun be. Ne pislik bir şey oldun sen,ham,cevap vermiyorsun pislik bir oldun sen
"Kampanya: Gillette Mach3 12'li Yedek Tıraş Bıçağı sadece 39,99 TL! http://hps.im/c  Çıkmak için: HBSMS yaz 3172'ye gönder.Mersis No:0265017991000011",spam,kampanya gillette mach li yedek tıraş bıçağı sadece tl çıkmak hbsms yaz ye gönder mersis
"COK AMACLI YATAK ORTUSU, ISTER YAZLIK YORGAN ISTER KOLTUK ORTUSU BU HAFTA CIFT KISILIK 29.9TL,TEK 24.9TL!SMS IPTAL:5830 MC.MERSIS0273065777400019 madamecoco.com",spam,cok amacli yatak ortusu ister yazlik yorgan ister koltuk ortusu hafta cift kisilik tl tek tl sm iptal mc mersis madamecoco com
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,maybe fat finger press button know
Then u drive lor.,ham,drive lor
That seems unnecessarily hostile,ham,seems unnecessarily hostile
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",spam,cmon babe make horny turn txt fantasy babe im hot sticky need reply cost cancel send stop
Bir daha ki sefere görüşelim,ham,bir sefere görüşelim
"Alfa Romeo Giulietta kazanin! Trafik veya Kasko Sigortasi teklifi alin, kazanma sansi yakalayin. Hemen 08505555555'i arayin veya tiklayin http://goo.gl/n2UxjT",spam,alfa romeo giulietta kazanin trafik kasko sigortasi teklifi alin kazanma sansi yakalayin hemen arayin tiklayin
Can not use foreign stamps in this country.,ham,use foreign stamp country
Bizimkileri falan çağırırz,ham,bizimkileri falan çağırırz
Senin aklında bir şey varsa onu izleyelim,ham,senin aklında bir varsa onu izleyelim
I guess it is useless calling u 4 something important.,ham,guess useless calling something important
